Category,Bahasa,Cleaned_Bahasa,Length,Count
spam,"Selamat! Terima kasih kepada teman baik Anda telah MEMENANGKAN hadiah Natal sebesar å£2,000. 2 klaimnya mudah, cukup hubungi 08718726978 SEKARANG! Hanya 10p per menit. BT-tingkat nasional",selamat terima kasih teman menang hadiah natal 2 000 2 klaim mudah hubung 08718726978 10p menit bt-tingkat nasional,115,18
ham,Saya selalu mencari alasan untuk berada di kota.,cari alas kota,14,3
ham,"Yup, aku masih minum kopi dengan frenku... Frenku menyetir, dia akan memberiku tumpangan...",yup minum kopi frenku frenku setir beri tumpang,47,8
ham,"Wahai pantai, apakah kamu naik bus?",pantai bus,10,2
ham,Jadi kamu akan mendapatkan deus ex?,deus ex,7,2
ham,Saya akan mengirimkannya ke email Anda. Apakah Anda keberatan &lt;#&gt;  kali per malam?,kirim email berat lt gt kali malam,34,7
spam,"44 7732584351, Ingin Ponsel Berwarna Nokia 3510i Baru Dikirim Besok? Dengan 300 menit gratis ke ponsel mana pun + 100 SMS gratis + Balas Camcorder gratis atau hubungi 08000930705.",44 7732584351 ponsel warna nokia 3510i kirim besok 300 menit gratis ponsel 100 sms gratis balas camcorder gratis hubung 08000930705,131,20
ham,ketuk & tumpahkan pada pukul tujuh. * Apakah itu pub di jalan gas di jalan lebar dekat kanal. Oke?,ketuk tumpah tujuh pub jalan gas jalan lebar kanal oke,54,10
ham,Oke kalau begitu aku datang dan menjemputmu di mesin?,oke jemput mesin,16,3
ham,Itu sebabnya aku tidak pernah ingin memberitahumu semua ini. Itu sebabnya aku begitu pendek denganmu dan gelisah akhir-akhir ini.,memberitahumu pendek dengan gelisah akhir,41,5
ham,Periferal Raviyog bhayandar timur,periferal raviyog bhayandar timur,33,4
ham,K sebenarnya bisakah kalian menemuiku di sunoco di Howard? Ini harusnya tepat di jalan,k temu sunoco howard jalan,26,5
ham,"MOON telah datang untuk mewarnai impianmu, BINTANG untuk menjadikannya musikal dan SMSku untuk memberimu Tidur yang hangat dan Damai. Selamat malam",moon warna impi bintang jadi musikal smsku beri tidur hangat damai selamat malam,80,13
ham,Baru saja selesai makan. Aku punya piring untukmu. BUKAN sisa makanan kali ini.,selesai makan piring untuk sisa makan kali,42,7
ham,Terima kasih banyak...,terima kasih,12,2
ham,"Cepat pulang, pantat besarmu. Tutup telepon penelepon terakhir Anda jika perlu. Makanan sudah habis dan aku kelaparan. Jangan tanya apa yang aku masak.",cepat pulang pantat besar tutup telepon telepon makan habis lapar masak,71,11
ham,Lo benar. Pola makan apa? Lagipula setiap hari aku curang. Aku ditakdirkan untuk menjadi gemuk :(,lo pola makan lagipula curang takdir gemuk,42,7
ham,Ini hari yang menyenangkan. Milikilah dirimu yang cantik.,senang milik diri cantik,24,4
ham,Apa yang terjadi saat wawancara?,wawancara,9,1
ham,Badrith hanya untuk chennai :) saya pasti akan memilih untuk kami :) tidak ada kompetisi untuknya.,badrith chennai pilih kompetisi untuk,37,5
ham,Aku bilang itu teman satu grupku... Untung aku belum membalas... Jam berapa Ì_ harus berangkat...,bilang teman grup untung balas jam berangkat,44,7
ham,Hei kamu di sekitar? Aku punya cukup uang untuk setengah + sepuluh hutangku padamu,hei uang puluh hutang pada,26,5
ham,"Hei, aku mungkin bisa menemuimu di yck",hei temu yck,12,3
ham,ALRITE SAM NICNYA HANYA PERIKSA INI NOMOR ANDA-JADI Benarkah?T.B*,alrite sam nicnya periksa nomor anda-jadi t b,45,8
ham,Mereka hanya mempermudah pembayaran kembali. Saya punya &lt;#&gt; bertahun-tahun untuk mengatakannya tetapi saya dapat membayar kembali lebih awal. Anda mengerti?,mudah bayar lt gt tahun bayar erti,34,7
ham,Tidak perlu khawatir. Saya yakin Anda akan mendapatkannya.,khawatir dapat,14,2
ham,"Pom bensin berjarak satu blok dari rumah saya, Anda akan langsung melewatinya karena armenia berakhir di Swann dan Anda harus mengambil Howard",pom bensin jarak blok rumah langsung lewat armenia swann ambil howard,69,11
spam,"Seseorang yang Anda kenal telah meminta layanan kencan kami untuk menghubungi Anda! Tidak bisa menebak siapa? HUBUNGI 09058097189 SEKARANG semua akan terungkap. POKotak 6, LS15HB 150p ",kenal layan kencan hubung tebak hubung 09058097189 ungkap pokotak 6 ls15hb 150p,79,12
spam,Kamera - Anda dianugerahi Kamera Digital SiPix! hubungi 09061221066 dari telepon rumah. Pengiriman dalam 28 hari,kamera - anugerah kamera digital sipix hubung 09061221066 telepon rumah kirim 28,80,12
ham,Uang sekolah saya 330. Hm kita pilih yang 1120 sampai 1205? Apakah kamu keberatan?,uang sekolah 330 hm pilih 1120 1205 berat,41,8
ham,"Aku tidak merokok saat orang-orang menggunakan \wylie merokok terlalu banyak\"" untuk membenarkan tindakanku yang merusak""",rokok orang wylie rokok benar tindak rusak,42,7
ham,Sayang selamat pagi bagaimana perasaanmu sayang,sayang selamat pagi asa sayang,30,5
ham,"Sedikit. Kata dokter, konsumsilah setiap 8 jam sekali. Baru 5 tahun tapi rasa sakitnya kembali lagi. Jadi saya mengambil yang lain. Semoga aku tidak mati",dokter konsumsi 8 jam 5 sakit ambil moga mati,45,9
ham,"Hari esok yang indah tak akan pernah datang.. Kalau sudah datang, itu sudah HARI INI.. Dalam perburuan hari esok yang indah jangan sia-siakan HARI INI yang indah.. SELAMAT PAGI :)",esok indah buru esok indah sia indah selamat pagi,49,9
ham,"Entahlah lei Ì_ semua putuskan. Bagaimana dengan Leona? Ups, aku tot ben akan pergi dan aku mengirim pesan padanya.",lei putus leona ups tot ben pergi kirim pesan,45,9
ham,"Hai, yang di sana. Kami sekarang telah pindah ke pub kami. Akan lebih bagus 2 cu jika kamu bisa muncul.",hai pindah pub bagus 2 cu muncul,32,7
spam,Nomor Voda hari ini yang berakhiran 5226 dipilih untuk menerima penghargaan ?350. Jika Anda memiliki kecocokan silakan hubungi 08712300220 dengan mengutip kode klaim 1131 tarif standar aplikasi,nomor voda akhir 5226 pilih terima harga 350 milik cocok sila hubung 08712300220 kutip kode klaim 1131 tarif standar aplikasi,125,20
spam,"Pesan ini gratis. Selamat datang di klub Sex & Dogging yang baru & lebih baik! Untuk berhenti berlangganan layanan ini, jawab STOP. pesan@150p 18 saja",pesan gratis selamat klub sex dogging henti langgan layan stop pesan 150p 18,76,13
ham,Lakukan saja apa yang lebih mudah bagi Anda,laku mudah,10,2
spam,RCT' THNQ Adrian untuk teks U. Rgds Vatian,rct thnq adrian teks u rgds vatian,34,7
ham,"Berhentilah menelepon semua orang yang mengatakan saya mungkin menderita kanker. Tenggorokanku sakit untuk berbicara. Saya tidak bisa menjawab panggilan semua orang. Jika saya mendapat satu panggilan lagi, saya tidak akan mengasuh anak pada hari Senin",henti telepon orang derita kanker tenggorok sakit bicara panggil orang panggil asuh anak senin,94,14
ham,"Ini akan sulit, tapi aku akan melakukan apa yang harus kulakukan",sulit laku,10,2
ham,AKU GONNAMISSU SANGAT BANYAK!!AKU AKAN MENGATAKAN AKU MENGIRIMKAN KARTU POS TETAPI TENTANG BANYAK KESEMPATAN MEREMEMBERIN ASHERE ADALAH OFSI TIDAK MEMUTUSKAN KONTRAKNYA!! LUV Yaxx,gonnamissu kirim kartu pos sempat merememberin ashere ofsi putus kontrak luv yaxx,81,12
ham,HI DARLIN SAYA SELESAI PUKUL 3. APAKAH U 1 2 MENGAMBIL SAYA ATAU BERTEMU DENGAN SAYA? SMS KEMBALI DI NOMOR INI LUV KATE XXX,hi darlin selesai 3 u 1 2 ambil temu sms nomor luv kate xxx,59,14
ham,"Tempatkan aku di hatimu dan bukan di pikiranmu, karena pikiran mudah lupa tapi hati akan selalu mengingatnya. Semoga Anda Selamat Hari Kasih Sayang!",tempat hati pikir pikir mudah lupa hati ingat moga selamat kasih sayang,71,12
ham,Tapi aku heran dia masih bisa menebak dengan benar...,heran tebak,11,2
ham,Okie Ì_ ingin bertemu di bishan? Karena aku di bishan sekarang. Saya tidak mengemudi hari ini.,okie temu bishan bishan kemudi,30,5
ham,"HAI DARLIN BAGAIMANA KERJA APAKAH ANDA TERJADI MASALAH? AKU HANYA BERBICARA DENGAN IBUMU SEPANJANG PAGI! Aku punya waktu yang sangat menyenangkan tadi malam, aku akan segera keluar, tapi hubungi aku jika kamu bisa.",hai darlin kerja bicara ibu pagi senang malam hubung,52,9
ham,"Saya tahu Anda sedang melayani. Maksudku, apa yang kamu lakukan sekarang.",layan maksud laku,17,3
ham,"Hah... Hyde park gak di mel ah, ups, jadi bingung... Pokoknya kalau itu pilihan terbaik maka kita harus ambil...",hah hyde park gak mel ah ups bingung pokok pilih baik ambil,59,12
ham,Ya ampun. Itu terjadi pada saya di tron. Mungkin saya akan memutarnya dalam 3D saat sudah keluar,ya ampun tron putar 3d,22,5
ham,"Aku tahu perempuan selalu aman dan egois, aku mengerti, pa. Terima kasih. Selamat malam.",perempuan aman egois erti pa terima kasih selamat malam,55,9
ham,"Jangan khawatir, semoga pemotretannya berjalan lancar. bersenang-senanglah di tempat kerja. ",khawatir moga potret jalan lancar senang kerja,46,7
ham,Saya kedinginan dan menginginkan es. Fml,dingin es fml,13,3
ham,Kay... Karena kita sudah keluar,kay,3,1
ham,Eh maaf leh... Aku ngirim pesan padamu. Udah gak sedih lar. Saya sedang menonton TV sekarang. kamu masih di kantor?,eh maaf leh ngirim pesan pada udah gak sedih lar tonton tv kantor,65,13
ham,"Yo, aku tepat di dekatmu bekerja",yo dekat,8,2
ham,"Oke sayang, kurasa tidak apa-apa, aku hanya terlalu khawatir. Aku harus mengerjakan beberapa urusan film, temanku, lalu harus mengasuh anak lagi! Tapi Anda bisa menghubungi saya di sana.xx",oke sayang rasa apa khawatir urus film teman asuh anak hubung xx,64,12
ham,Saya tidak bangun sejak itu. Saya memeriksa barang-barang itu dan melihat bahwa sebenarnya tidak ada ruang yang tersedia. Tolong hubungi kedutaan atau kirim email ke mereka.,bangun periksa barang ruang sedia tolong hubung duta kirim email,64,10
ham,Tidak... Juz libur kerja...,juz libur kerja,15,3
ham,Hah cepat sekali... Berarti kamu belum selesai melukis?,hah cepat selesai luk,21,4
ham,kamu tinggal di nomor berapa? Apakah ini jam 11?,tinggal nomor jam 11,20,4
ham,"Tidak, kami mengadakan pesta 7 hari seminggu dan belajar dengan ringan, saya pikir kami perlu menggambar beberapa kotak centang khusus sehingga mereka tahu kami adalah orang-orang yang keras kepala.",ada pesta 7 minggu ajar ringan pikir gambar kotak centang khusus orang keras kepala,83,14
ham,Sac akan mencetak skor seratus besar. Dia ditetapkan sebagai pemukul :-),sac cetak skor ratus tetap pukul -,34,7
ham,Tolong kirimkan saya nomor yetty.,tolong kirim nomor yetty,24,4
ham,Berapa biayanya kira-kira. Per bulan.,biaya,5,1
ham,Oke... Ujian teorinya? kapan Ì_ akan memesan? Saya pikir itu pada tanggal 21 Mei. Coz berpikir ingin berkencan dengan Jiayin. Tapi dia tidak bebas,oke uji teori mes pikir tanggal 21 mei coz pikir kencan jiayin bebas,68,13
spam,"Anda dihubungi oleh layanan kencan kami oleh seseorang yang Anda kenal! Untuk mengetahui siapa pelakunya, hubungi dari jalur darat 09050000928. PoBox45W2TG150P",hubung layan kencan kenal laku hubung jalur darat 09050000928 pobox45w2tg150p,77,10
ham,"Tidak apa-apa, suruh dia menelepon saya jika dia tahu apa yang dia inginkan atau punya pertanyaan",apa suruh telepon,17,3
ham,"Maaf, terlambat memulai, kami sedang dalam perjalanan",maaf lambat jalan,17,3
ham,Lalu kamu kembali sendiri untuk...,,0,0
ham,SAYA DI SPBU. PERGI KESANA.,spbu pergi kesana,17,3
ham,"K, kalau kamu bosan datang saja ke rumahku..",k bosan rumah,13,3
ham,sayang!!!! AKU MENCINTAIMU !!!! *menutupi wajahmu dengan ciuman*,sayang cinta tutup wajah cium,29,5
ham,"Seperti saya pernah membuatnya muntah ketika kami sedang merokok di mobil teman kami, itu luar biasa",buat muntah rokok mobil teman,29,5
ham,Masih saya belum memeriksanya da. . .,periksa da,10,2
ham,Anda akan pergi ke Walmart. aku akan tinggal.,pergi walmart tinggal,21,3
ham,"Aku belum melupakanmu, aku mungkin punya beberapa dolar untuk dikirimkan kepadamu besok, oke? Aku juga mencintaimu",lupa dolar kirim kepada besok oke cinta,39,7
ham,Oh bagus. Aku akan lebih mengganggunya agar kita bisa bicara.,oh bagus ganggu bicara,22,4
ham,Kebalikannya adalah curang. Itu bukan matematika.,balik curang matematika,23,3
ham,Sama-sama... Ketahuan kamu menggunakan bahasa Inggris yang rusak lagi...,tahu bahasa inggris rusak,25,4
ham,Tidak masalah sayang. Apakah ini saat yang tepat untuk berbicara? Saya menelepon dan meninggalkan pesan.,sayang bicara telepon tinggal pesan,35,5
ham,Oh benarkah! Merek yang mana?,oh merek,8,2
ham,Jam berapa kamu datang.,jam,3,1
ham,Telepon dia dan katakan kamu tidak datang hari ini oke dan beritahu mereka untuk tidak membodohiku seperti ini oke,telepon oke beritahu bodoh oke,30,5
ham,Saya mengirim email ke yifeng bagian oredi saya.. Bisakah Ì_ mendapatkannya dari dia..,kirim email yifeng oredi dapat,30,5
ham,"Kamu yakin mereka akan memahaminya! Anggur * ide bagus, baru saja dihirup!",paham anggur ide bagus hirup,28,5
ham,Berjalan kaki minimum adalah 3 mil sehari.,jalan kaki minimum 3 mil hari,29,6
ham,"Oke, tidak masalah, aku akan memberi mereka taksi. Besok dan selasa. Pada hari Selasa sepertinya kita semua pergi ke bioskop.",oke taksi besok selasa selasa pergi bioskop,43,7
ham,"Brainless Baby Doll..:-D;-), sariyag kendaraan berkendara madoke barolla..",brainless baby doll -d - sariyag kendara kendara madoke barolla,63,10
spam,"Maaf saya melewatkan panggilan Anda, mari kita bicara ketika Anda punya waktu. Saya di 07090201529",maaf lewat panggil mari bicara 07090201529,42,6
ham,Silakan hadiri telepon :),sila hadir telepon,18,3
ham,Kamu hanya membenciku. Anda dapat menelepon siapa pun tetapi Anda tidak menerima satu pun panggilan saya. Atau bahkan Anda mengirim pesan,benci telepon terima panggil kirim pesan,40,6
ham,Tidak ada pesan di teleponnya. Aku sedang memegangnya sekarang,pesan telepon pegang,20,3
ham,Bisakah... aku bebas...,bebas,5,1
ham,"Yo perjalananku ditunda, kamu masih punya persediaan?",yo jalan tunda sedia,20,4
ham,"Saya menunggu panggilan Anda, Pak.",tunggu panggil,14,2
ham,Hey kamu lagi ngapain. Y tidak dibalas pa..,hey ngapain y balas pa,22,5
ham,"Hai elaine, apakah rapat hari ini masih berlangsung?",hai elaine rapat,16,3
ham,Maaf aku belum pergi ke tempat itu. Saya akan melakukannya besok. Sangat menyesal.,maaf pergi laku besok sesal,27,5
ham,"Seringkali saat aku tidak membiarkanmu memelukku, itu agar aku tidak menangis.",seringkali biar peluk menang,28,4
ham,Besok aku tidak akan pergi ke teater. . . Jadi aku bisa datang kemanapun kamu memanggilku. . . Beritahu saya di mana dan kapan harus datang besok,besok pergi teater mana panggil beritahu besok,46,7
ham,Dan sekarang listrik baru saja padam.,listrik padam,13,2
ham,"Sepertinya Anda menemukan sesuatu untuk dilakukan selain merokok, kerja bagus!",temu rokok kerja bagus,22,4
ham,Juga es andros dll,es andros dll,13,3
ham,:),,0,0
ham,"Selamat siang, sayangku. Bagaimana hari ini? Saya harap Anda baik dan mungkin melakukan beberapa wawancara. Aku bangun dan merindukanmu sayang. Ciuman penuh gairah dari seberang lautan",selamat siang sayang harap wawancara bangun rindu sayang cium penuh gairah seberang laut,88,13
ham,Ya. Tidak percaya apa? Kamu benar-benar tidak pernah menerima pesan yang aku kirim ke shuhui?,ya percaya benar terima pesan kirim shuhui,42,7
ham,Bagaimana cara mengubah ukuran jam tangan itu,ubah ukur jam tangan,20,4
ham,Sayang umma dia meneleponku sekarang :-),sayang umma telepon -,21,4
ham,Baru saja selesai. Sangat merindukanmu,selesai rindu,13,2
spam,Liburan Ibiza BINTANG 4 gratis atau uang tunai £10.000 perlu diambil segera. 09066364349 SEKARANG dari Telepon Rumah jangan sampai ketinggalan! Kotak434SK38WP150PPM18+,libur ibiza bintang 4 gratis uang tunai 10 000 ambil 09066364349 telepon rumah tinggal kotak434sk38wp150ppm18,109,15
ham,"Yah, maksudku berbeda dengan malam mabukku sebelumnya",yah maksud beda malam mabuk,27,5
ham,K..Harus booking bukan ya? jadi pergi untuk yoga dasar pada hari minggu?,k booking ya pergi yoga dasar minggu,36,7
spam,MSG GRATIS: Kami tidak sengaja menagih nomor ponsel Anda dari kode pendek 83332. Silakan hubungi 08081263000 untuk meminta pengembalian biaya. Panggilan ini bebas dari telepon rumah BT,msg gratis sengaja tagih nomor ponsel kode pendek 83332 sila hubung 08081263000 kembali biaya panggil bebas telepon rumah bt,124,19
ham,"Oke, bisakah...",oke,3,1
ham,"Ups - aku di rumah ibuku di Somerset... Agak jauh! Kembali tomo, sampai jumpa x",ups - rumah ibu somerset tomo jumpa x,37,8
ham,Jadi kamu bekerja lembur nigpun?,lembur nigpun,13,2
ham,Sama seperti pemecatan Kallis di tes ke-2 :-).,pecat kallis tes ke-2 -,23,5
ham,O. Sepertinya mereka berdua sedang kacau,o dua kacau,11,3
spam,Silakan HUBUNGI 08712402972 segera karena ada pesan penting menunggu Anda,sila hubung 08712402972 pesan tunggu,36,5
ham,Apa yang kamu masak untukku untuk makan malam?,masak untuk makan malam,23,4
ham,Banteng. Rencanamu adalah pergi ke IKEA bersamaku tanpa peduli apa pun. Jadi aku harus menanggung kekacauanmu di lain hari.,banteng rencana pergi ikea sama peduli tanggung kacau,53,8
ham,Lalu saya membeli.,beli,4,1
spam,MENDESAK! Nomor Ponsel Anda telah dianugerahi Hadiah Bonus Penelepon sebesar å£2000. Hubungi 09058095201 dari jalur darat. Hanya berlaku 12 jam,desak nomor ponsel anugerah hadiah bonus telepon 2000 hubung 09058095201 jalur darat laku 12 jam,96,15
ham,Heehee itu lucu sekali,heehee lucu,11,2
ham,"Itu hanya melakukan aritmatika sederhana, bukan persentase.",aritmatika sederhana persentase,31,3
ham,"Ya, kami tidak akan berangkat setidaknya selama satu jam, bagaimana kabarnya?",ya berangkat jam kabar,22,4
ham,"Terima kasih, sayang. Semoga harimu menyenangkan.",terima kasih sayang moga hari senang,36,6
ham,"Kutipan Luar Biasa'' - \Terkadang dalam hidup sulit untuk memutuskan apa yang salah!! kebohongan yang mendatangkan senyuman atau kebenaran yang mendatangkan air mata....\""""",kutip - terkadang hidup sulit putus salah bohong senyum benar air mata,70,12
ham,Lalu Ì_ minta ayah jemput Ì_ lar... ÌÏ wan 2 tinggal sampai jam 6 meh...,ayah jemput lar wan 2 tinggal jam 6 meh,39,9
ham,"Tenang saja, ada apa",tenang,6,1
ham,"\HEI DAS KEREN... SAYA TAHU SEMUA 2 WELLDA BAHAYA KRISIS KEUANGAN SISWA!SPK 2 U L8R.\""""",hei das keren 2 wellda bahaya krisis uang siswa spk 2 u l8r,59,13
spam,Apakah Anda ingin ponsel berwarna Nokia 3510i baru dikirimkan besok? Dengan 300 menit gratis ke ponsel mana pun + 100 SMS gratis + Balasan Camcorder gratis atau hubungi 08000930705,ponsel warna nokia 3510i kirim besok 300 menit gratis ponsel 100 sms gratis balas camcorder gratis hubung 08000930705,117,18
ham,"Apa yang datang dari atas bukit..... Apakah itu monster! Semoga harimu menyenangkan. Semuanya baik-baik saja di sini, tapi sibuk! ",bukit monster moga hari senang baik sibuk,41,7
ham,"Ayah Joy adalah John. Maka John adalah ____ ayah Joy. Jika Anda menjawab, Anda sudah &lt;#&gt;  IQ. Pertanyaan IAS ini coba dijawab.",ayah joy john john ayah joy lt gt iq ias coba,45,11
ham,Hanya sekali maka setelah itu aku akan menuruti semua milikmu.,turut milik,11,2
ham,"Tidak, dia tidak melakukannya. Saya akan mencari secara online dan memberi tahu Anda.",laku cari online,16,3
ham,Kemana Anda harus pergi untuk mendapatkannya?,mana pergi dapat,16,3
