Message,Category,Message_Length,Word_Count,Bahasa
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,ham,117,20,Biasanya orang yang tidak sadarkan diri itu terjadi pada anak-anak namun pada orang dewasa mungkin saja berperilaku tidak normal. Aku akan meneleponmu sekarang
But that's on ebay it might be less elsewhere.,ham,46,9,"Tapi itu di eBay, mungkin lebih sedikit di tempat lain."
Shall i come to get pickle,ham,26,6,Haruskah aku datang untuk mengambil acar
Were gonna go get some tacos,ham,28,6,Kami akan pergi membeli taco
"That's very rude, you on campus?",ham,32,6,"Itu sangat tidak sopan, kamu di kampus?"
"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam,145,24,"URGENT!: Nomor Ponsel Anda dianugerahi Hadiah Bonus Penelepon sebesar å£2,000 pada 02/09/03! Ini adalah upaya kedua kami untuk menghubungi ANDA! Hubungi 0871-872-9755 BOX95QU"
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,ham,57,13,"Hai, aku tidak akan merayakan 4 Natal. Tapi nikmatilah dan selamat Natal."
"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",spam,160,28,"Penawaran Hari Ini! Klaim voucher diskon senilai å£150! Kirim SMS YA ke 85023 sekarang! SavaMob, anggota menawarkan ponsel! T Cs 08717898035.å£3,00 Sub. 16. Batalkan balasan balasan X"
Yes! How is a pretty lady like you single?,ham,42,9,Ya! Bagaimana wanita cantik sepertimu lajang?
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,spam,111,20,Anda akan menerima nada Anda dalam 24 jam ke depan. Untuk Syarat dan ketentuan silakan lihat Teleteks Saluran U Hal 750
Jay says that you're a double-faggot,ham,36,6,Jay bilang kamu homo
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,spam,146,19,PRIBADI! Laporan Rekening Anda tahun 2003 untuk 07815296484 menunjukkan 800 S.I.M. poin. Hubungi 08718738001 Kode Pengenal 41782 Kedaluwarsa 18/11/04
What Today-sunday..sunday is holiday..so no work..,ham,50,6,Apa Hari ini-minggu..minggu adalah hari libur..jadi tidak ada kerja..
I'll be late...,ham,15,3,aku akan terlambat...
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ham,177,38,"Aku sudah lama tidak meneleponmu. Kami berharap ini adalah penyakit malaria l8r dan kalian tahu bahwa kami merindukan kalian. Aku sangat merindukan Bani, jadi tolong berikan dia cintaku khususnya. Semoga harimu menyenangkan."
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham,160,34,"Selamat siang, cintaku! Bagaimana hari itu? Saya harap mungkin Anda mendapat petunjuk tentang pekerjaan. Aku memikirkanmu, Nak, dan mengirimimu ciuman penuh gairah dari seberang lautan"
"Probably gonna be here for a while, see you later tonight &lt;)",ham,63,12,"Mungkin akan berada di sini sebentar, sampai jumpa nanti malam &lt;)"
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham,84,17,Atau mungkin jari saya yang gemuk hanya menekan semua tombol ini dan tidak tahu harus berbuat apa.
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham,84,15,Ummmmmaah Banyak kebahagiaan kembali di hari H sayangku sayangku.. SELAMAT ULANG TAHUN sayang
"I am in tirupur da, once you started from office call me.",ham,57,12,"Saya di tirupur da, begitu Anda mulai dari kantor, hubungi saya."
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam,96,10,dari www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",ham,169,27,"Sebuah kutipan terkenal : ketika Anda mengembangkan kemampuan untuk mendengarkan 'apa pun' tanpa syarat tanpa kehilangan kesabaran atau kepercayaan diri, itu berarti Anda ......... 'MENIKAH'"
But am going to college pa. What to do. are else ill come there it self. Pa.,ham,76,17,Tapi aku akan kuliah pa. Apa yang harus dilakukan. apakah lagi aku akan datang ke sana sendiri. Pa.
4 oclock at mine. Just to bash out a flat plan.,ham,47,11,jam 4 di rumahku. Hanya untuk menggagalkan rencana datar.
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,ham,130,26,Gadis ini tidak tinggal di tempat tidur. Gadis ini tidak membutuhkan waktu pemulihan. Saya lebih suka pingsan sambil bersenang-senang daripada terkurung di tempat tidur
Then any special there?,ham,23,4,Lalu adakah yang spesial di sana?
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,ham,149,32,"Aku tahu, tapi kamu harus ke hotel sekarang. Aku baru saja menerima undanganku tapi aku harus minta maaf. Cali terlalu manis bagiku untuk datang ke pernikahan pria Inggris"
"Sorry that took so long, omw now",ham,32,7,"Maaf butuh waktu lama, omw sekarang"
Wait  &lt;#&gt;  min..,ham,22,3,Tunggu &lt;#&gt;  menit..
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ham,101,22,"Oke beri saya waktu 5 menit, saya pikir saya melihatnya. BTW, kamu adalah alibiku. Anda memotong rambut saya sepanjang waktu."
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",ham,281,56,"Bayangkan Anda akhirnya bisa tenggelam ke dalam bak mandi itu setelah saya mengatur langkah Anda, bahkan mungkin membuat Anda memakan saya sebentar sebelum saya pergi ... Tapi bayangkan juga perasaan sangkar di penis Anda yang dikelilingi oleh air mandi, selalu mengingatkanmu siapa pemilikmu... Selamat menikmati, sayangku"
"Hurry up, I've been weed-deficient for like three days",ham,54,9,"Cepatlah, aku sudah kekurangan ganja selama tiga hari"
"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",ham,120,21,"Tentu saja, jika saya mendapat pengakuan dari Anda bahwa menuntut sumpah darah adalah tindakan yang sangat tidak bijaksana dan umumnya homo."
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ham,138,30,"Oke. Setiap malam mandi air hangat, minum secangkir susu dan Anda akan melihat karya ajaib. Anda masih perlu menurunkan berat badan. Supaya kamu tahu"
IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,ham,135,28,"Saya akan melihat penggorengannya kalau-kalau harganya murah atau mungkin sebuah buku. Tidak, itu konyol, penggorengan tidak mungkin menjadi sebuah buku"
O. Well uv causes mutations. Sunscreen is like essential thesedays,ham,66,10,"O. Ya, UV menyebabkan mutasi. Tabir surya sangat penting saat ini"
Having lunch:)you are not in online?why?,ham,40,6,Makan siang :) kamu tidak online?mengapa?
I know that my friend already told that.,ham,40,8,Saya tahu teman saya sudah mengatakan hal itu.
Hi Princess! Thank you for the pics. You are very pretty. How are you?,ham,70,14,Hai Putri! Terima kasih untuk fotonya. Kamu sangat cantik. Apa kabarmu?
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",ham,160,32,"Aiyo... Kamu selalu dengan mantan kita... Entahlah tentang mei, dia belum membalas... Pertama kali kamu membalas begitu cepat... Kamu sangat beruntung tidak berhasil ya, dapat bao dari ayahmu ah...wah .. "
Hi msg me:)i'm in office..,ham,26,5,"Hai, kirim pesan padaku :) aku di kantor.."
Thanx 4 e brownie it's v nice...,ham,32,7,Terima kasih 4 e browniesnya enak sekali...
Geeeee ... I love you so much I can barely stand it,ham,51,12,Geeeee... Aku sangat mencintaimu hingga aku hampir tidak bisa menahannya
GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam,160,27,GENT! Kami mencoba menghubungi Anda. Pengundian akhir pekan lalu menunjukkan bahwa Anda memenangkan hadiah å£1000 DIJAMIN. Hubungi 09064012160. Kode Klaim K52. Hanya berlaku 12 jam. 150ppm
"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",ham,146,34,"Persetan sayang... Aku sudah merindukanmu, kau tahu? Tidak bisakah Anda mengizinkan saya mengirimi Anda sejumlah uang untuk jaringan Anda? Aku membutuhkanmu... Aku menginginkanmu... Aku mendambakanmu..."
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ham,103,22,"Aku akan meneleponmu jam 2 siang jam sembilan, dengan alamatku yang orang Amerika yang menjijikkan itu tidak akan berhenti meneleponku 2 buruk Jen k eh?"
Oooh bed ridden ey? What are YOU thinking of?,ham,45,9,Oooh tidur ditunggangi mata? Apa yang ANDA pikirkan?
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",ham,142,31,"Jadi ngomong-ngomong, pergilah ke gym atau apalah, sayangku *tersenyum* kuharap kamu baik-baik saja dan semoga harimu menyenangkan sayang... Aku sudah sangat merindukanmu"
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham,92,19,Suka sekali! Ayah akan membuatmu berteriak kegirangan! Aku akan menampar pantatmu dengan penisku!
WOT U WANNA DO THEN MISSY?,ham,26,6,APA YANG INGIN KAMU LAKUKAN LALU MISSY?
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,ham,134,28,Yar lor tunggu 4 ibuku 2 selesai SCH lalu makan siang lor... Aku sepanjang pagi tinggal di rumah membersihkan kamarku sekarang kamarku cukup bersih... Hee...
Do you know where my lab goggles went,ham,37,8,Tahukah kamu kemana perginya kacamata labku
Can you open the door?,ham,22,5,Bisakah kamu membuka pintunya?
Waiting for your call.,ham,22,4,Menunggu panggilan Anda.
Nope i waiting in sch 4 daddy...,ham,33,7,"Tidak, aku menunggu di sekolah 4 ayah..."
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",spam,69,12,"Anda telah memenangkan uang tunai ?1.000 atau hadiah ?2.000! Untuk klaim, hubungi09050000327"
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",ham,109,23,"Aku lelah berdebat denganmu tentang hal ini minggu demi minggu. Lakukan apa yang kamu inginkan dan mulai sekarang, aku akan melakukan hal yang sama."
ÌÏ wait 4 me in sch i finish ard 5..,ham,36,10,ÌÏ tunggu jam 4 aku di sekolah aku selesai di jam 5..
"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",spam,100,19,"nomor ponsel kami telah memenangkan å£5000, untuk mengklaim, hubungi kami kembali atau hubungi hotline klaim di 09050005321."
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham,140,28,"Arngd pernikahan adalah saat kamu berjalan sayangnya seekor ular menggigitmu. tapi pernikahan cinta menari di depan d ular &amp; katakan, gigit aku, gigit aku."
Huh so early.. Then Ì_ having dinner outside izzit?,ham,51,9,Hah pagi sekali.. Lalu Ì_ makan malam di luar izzit?
Ok anyway no need to change with what you said,ham,46,10,Oke pokoknya tidak perlu diubah dengan apa yang kamu katakan
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam,149,29,Kami mencoba menghubungi Anda untuk membalas tawaran kami 750 menit 150 SMS dan panggilan telepon video baru 08002988890 sekarang atau membalas pengiriman gratis besok
my ex-wife was not able to have kids. Do you want kids one day?,ham,63,14,mantan istri saya tidak dapat mempunyai anak. Apakah Anda ingin memiliki anak suatu hari nanti?
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,ham,95,17,Jadi bagaimana dengan Skotlandia. Semoga Anda tidak menunjukkan kecenderungan JJC Anda secara berlebihan. Hati-hati di jalan. Jalani mimpinya
Tell them u have a headache and just want to use 1 hour of sick time.,ham,69,16,Katakan pada mereka kamu sakit kepala dan hanya ingin menggunakan waktu sakit selama 1 jam.
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",ham,110,23,"Aku rasa aku akan berhenti dulu... Hmmm, bolehkah bermain jazz? Yogasana oso bisa... Kita bisa menemui mereka setelah pelajaran kita... "
"\Pete can you please ring meive hardly gotany credit\""""",ham,55,9,"\Pete, bisakah kau meneleponku, aku hampir tidak mendapat kredit apa pun\"""""
Ya srsly better than yi tho,ham,27,6,"Ya, sungguh lebih baik daripada kamu"
"I'm in a meeting, call me later at",ham,34,8,"Saya sedang rapat, hubungi saya nanti jam"
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,127,19,"Untuk kesempatan Anda memenangkan belanja senilai £250 setiap minggu TXT: BELANJA ke 80878. Syarat & Ketentuan www.txt-2-shop.com custcare 08715705022, 1x150p/minggu"
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,spam,142,24,Anda telah dipilih secara khusus untuk menerima penghargaan 2000 pound! Hubungi 08712402050 SEBELUM line ditutup. Biaya 10ppm. 16+. S&K berlaku. Promo AG
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam,148,21,PRIBADI! Laporan Rekening Anda tahun 2003 untuk 07753741225 menunjukkan 800 poin S.I.M. yang belum ditukarkan. Hubungi 08715203677 Kode Pengenal: 42478 Kedaluwarsa 24/10/04
You still at grand prix?,ham,24,5,Anda masih di grand prix?
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham,147,28,"Aku bertemumu sebagai orang asing dan memilihmu sebagai temanku. Selama dunia masih berdiri, persahabatan kita tidak pernah berakhir. Mari menjadi Teman selamanya!!! Ya ampun..."
I am great! How are you?,ham,24,6,saya hebat! Apa kabarmu?
Gud mrng dear have a nice day,ham,29,7,Gud mrng sayang semoga harimu menyenangkan
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,86,13,Anda memiliki pengumuman layanan pelanggan yang penting. Hubungi GRATIS TELEPON 0800 542 0825 sekarang!
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,ham,87,17,Akan dilakukan. Kelelahan di kereta pagi ini. Terlalu banyak anggur dan pai. Kamu juga tidur nyenyak
I'm going out to buy mum's present ar.,ham,38,8,Aku akan keluar untuk membeli hadiah ibu.
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham,104,16,Pikiran meledak.. Tsunami tidak akan terjadi lagi mulai sekarang.. Rajnikant berhenti berenang di Samudera Hindia..:-D
If u sending her home first it's ok lor. I'm not ready yet.,ham,59,13,"Jika kamu mengirimnya pulang dulu, tidak apa-apa. Saya belum siap."
Speaking of does he have any cash yet?,ham,38,8,"Ngomong-ngomong, apakah dia sudah punya uang tunai?"
